,order_number,order_date,ship_date,customer_name,channel,warehouse_code,suburb,product,order_quantity,city,unit_price,unit_cost,revenue
502,SO - 0004094,2017-03-11,2017-03-25,Qualitest ,Distributor,AXW291,Whangamata,Product 9,8,Thames-Coromandel,3057.4110000000005,2140.1877,7337.7864000000045
503,SO - 000335,2017-03-12,2017-03-19,Mylan Corp,Wholesale,AXW291,Taupo,Product 1,10,Taupo,1547.7,1176.252,3714.480000000001
504,SO - 0001021,2017-03-12,2017-03-18,Weimei Corp,Wholesale,AXW291,Okitu,Product 12,6,Gisborne,1051.9,757.368,1767.1920000000002
505,SO - 0001325,2017-03-12,2017-03-18,"Fenwal, Corp",Distributor,AXW291,Opaheke,Product 13,12,Papakura,1257.054,967.9315800000002,3469.469039999999
506,SO - 0001681,2017-03-12,2017-03-23,Apollo Ltd,Wholesale,AXW291,Tapanui,Product 7,8,Clutha,1118.9,458.749,5281.2080000000005
507,SO - 0001989,2017-03-12,2017-03-17,Dharma Ltd,Wholesale,AXW291,Titirangi,Product 2,7,Waitakere,7037.814,5137.604219999999,13301.468460000007
508,SO - 0002105,2017-03-12,2017-03-19,Ohio ,Wholesale,AXW291,Favona,Product 10,5,Manukau,3932.9,1769.805,10815.475000000002
509,SO - 0004138,2017-03-12,2017-03-24,Victory Ltd,Distributor,AXW291,Port Taranaki,Product 11,9,New Plymouth,2002.7640000000001,1161.6031200000002,7570.447919999999
510,SO - 0004978,2017-03-12,2017-03-28,"PEDIFIX, Corp",Distributor,AXW291,Te Aroha,Product 3,10,Matamata-Piako,607.02,400.63320000000004,2063.8679999999995
511,SO - 0005363,2017-03-12,2017-03-22,21st Ltd,Distributor,AXW291,Raglan,Product 11,9,Waikato,1447.2,1070.9279999999999,3386.4480000000012
512,SO - 0007082,2017-03-12,2017-03-16,"Apotheca, Ltd",Wholesale,AXW291,Regent,Product 1,8,Whangarei,3711.8,2375.552,10689.984
513,SO - 0002865,2017-03-13,2017-03-27,ETUDE Ltd,Export,AXW291,Cashmere,Product 10,10,Christchurch,1487.9360000000001,922.5203200000001,5654.156800000001
514,SO - 0003692,2017-03-13,2017-03-22,Ole Group,Wholesale,AXW291,Hunterville,Product 7,8,Rangitikei,4197.282,3231.9071400000007,7722.998879999996
515,SO - 0004017,2017-03-13,2017-03-18,Wuxi Group,Distributor,AXW291,North East Valley,Product 2,10,Dunedin,2387.88,1958.0616,4298.184000000001
516,SO - 0004023,2017-03-13,2017-03-25,Apollo Ltd,Wholesale,AXW291,Thames,Product 7,5,Thames-Coromandel,1065.3,830.9340000000001,1171.8299999999995
517,SO - 0005908,2017-03-13,2017-03-20,Linde ,Wholesale,AXW291,Timaru Central,Product 7,10,Timaru,1313.2,945.504,3676.96
518,SO - 0006214,2017-03-13,2017-03-25,"Apotheca, Ltd",Wholesale,AXW291,Nightcaps,Product 1,9,Southland,639.18,294.0228,3106.4147999999996
519,SO - 000954,2017-03-14,2017-03-20,Wuxi Group,Wholesale,AXW291,Harrowfield,Product 7,5,Hamilton,1917.5400000000002,1553.2074000000002,1821.6629999999998
520,SO - 0001562,2017-03-14,2017-03-26,Bare ,Wholesale,AXW291,Sandringham,Product 11,11,Auckland,2324.9,1394.94,10229.560000000001
521,SO - 0002915,2017-03-14,2017-03-21,"Apotheca, Ltd",Wholesale,AXW291,Taupo,Product 1,6,Taupo,1129.017,451.6068,4064.4612
522,SO - 0004054,2017-03-14,2017-03-20,"Exact-Rx, Corp",Export,AXW291,Barrington,Product 10,5,Christchurch,1335.0420000000001,907.8285600000002,2136.0672
523,SO - 0004358,2017-03-14,2017-03-23,WakeFern ,Distributor,AXW291,Whitianga,Product 2,5,Thames-Coromandel,498.48,244.2552,1271.124
524,SO - 0007516,2017-03-14,2017-03-31,Sundial ,Wholesale,AXW291,Parklands,Product 13,9,Christchurch,3758.7000000000003,2706.264,9471.924
525,SO - 000976,2017-03-15,2017-03-24,"Fenwal, Corp",Distributor,AXW291,Port Taranaki,Product 2,12,New Plymouth,5482.744000000001,3344.4738400000006,25659.24192
526,SO - 0001033,2017-03-15,2017-03-26,"Apotheca, Ltd",Wholesale,AXW291,Hamilton East,Product 1,9,Hamilton,2552.7000000000003,2093.214,4135.374000000003
527,SO - 0001515,2017-03-15,2017-03-29,Victory Ltd,Distributor,AXW291,Dinsdale,Product 1,9,Hamilton,2677.454,1311.9524600000002,12289.51386
528,SO - 0001707,2017-03-15,2017-03-25,Linde ,Distributor,AXW291,Georgetown,Product 1,8,Invercargill,174.20000000000002,106.26200000000001,543.504
529,SO - 0002639,2017-03-15,2017-03-24,Qualitest ,Wholesale,AXW291,Otaki Beach,Product 1,6,Kapiti Coast,2917.3140000000003,2479.7169000000004,2625.5825999999997
530,SO - 0004336,2017-03-15,2017-03-26,Avon Corp,Export,AXW291,Regent,Product 9,9,Whangarei,160.79999999999998,136.67999999999998,217.08000000000004
531,SO - 0004990,2017-03-15,2017-03-24,Apollo Ltd,Distributor,AXW291,Titirangi,Product 1,8,Waitakere,1018.4,794.352,1792.384
532,SO - 0006728,2017-03-15,2017-03-20,21st Ltd,Wholesale,AXW291,Highbury,Product 11,7,Palmerston North,2474.176,1731.9232000000002,5195.769599999998
533,SO - 0007014,2017-03-15,2017-03-31,E. Ltd,Export,AXW291,Manurewa East,Product 11,6,Manukau,603.0,301.5,1809.0
534,SO - 0007454,2017-03-15,2017-03-18,OUR Ltd,Wholesale,AXW291,Chartwell,Product 13,12,Hamilton,4083.65,3266.92,9800.76
535,SO - 0001486,2017-03-16,2017-03-31,"Fenwal, Corp",Distributor,AXW291,Dannevirke,Product 1,7,Tararua,3907.44,2227.2408,11761.394400000001
536,SO - 0002334,2017-03-16,2017-03-20,O.E. Ltd,Wholesale,AXW291,Opawa,Product 12,7,Christchurch,4845.708,3052.7960399999997,12550.38372
537,SO - 0002518,2017-03-16,2017-03-24,"Fenwal, Corp",Distributor,AXW291,Tapanui,Product 7,7,Clutha,594.96,458.11920000000003,957.8856000000001
538,SO - 0002971,2017-03-16,2017-03-30,Linde ,Distributor,AXW291,Hamilton East,Product 13,7,Hamilton,100.5,54.27,323.60999999999996
539,SO - 0003020,2017-03-16,2017-04-02,Ei ,Wholesale,AXW291,Dannemora,Product 1,11,Manukau,647.22,478.94280000000003,1851.0492
540,SO - 0003883,2017-03-16,2017-03-19,Select ,Distributor,AXW291,Dannemora,Product 13,6,Manukau,1009.02,474.2394,3208.6836000000003
541,SO - 0004335,2017-03-16,2017-03-28,Nipro ,Wholesale,AXW291,Caversham,Product 5,11,Dunedin,241.46800000000002,106.24592,1487.44288
542,SO - 0005002,2017-03-16,2017-03-21,Nipro ,Export,AXW291,Takaro,Product 11,11,Palmerston North,6356.29,2987.4563000000003,37057.170699999995
543,SO - 0005080,2017-03-16,2017-03-22,Medline ,Wholesale,AXW291,Brightwater,Product 1,9,Tasman,241.20000000000002,173.66400000000002,607.8240000000001
544,SO - 0005563,2017-03-16,2017-03-23,ETUDE Ltd,Export,AXW291,Aramoho,Product 1,6,Wanganui,3891.896,1556.7584000000002,14010.8256
545,SO - 0005613,2017-03-16,2017-03-21,Apollo Ltd,Export,AXW291,Bay View,Product 9,8,Napier,1475.34,796.6836,5429.2512
546,SO - 0006065,2017-03-16,2017-03-24,Ole Group,Wholesale,AXW291,Aramoho,Product 13,6,Wanganui,6277.900000000001,4959.541000000001,7910.153999999997
547,SO - 0006186,2017-03-16,2017-03-31,Niconovum Corp,Distributor,AXW291,Cannons Creek,Product 5,10,Porirua,1041.1799999999998,489.3545999999999,5518.253999999999
548,SO - 0007328,2017-03-16,2017-03-31,Apollo Ltd,Wholesale,AXW291,Brightwater,Product 7,6,Tasman,2504.192,1552.59904,5709.55776
549,SO - 0007386,2017-03-16,2017-03-26,Victory Ltd,Wholesale,AXW291,Georgetown,Product 1,10,Invercargill,207.70000000000002,137.08200000000002,706.18
550,SO - 0007619,2017-03-16,2017-03-22,Rochester Ltd,Distributor,AXW291,Highbury,Product 2,5,Palmerston North,167.5,142.375,125.625
551,SO - 000686,2017-03-17,2017-03-31,O.E. Ltd,Distributor,AXW291,Te Aroha,Product 1,10,Matamata-Piako,3372.78,1551.4788,18213.012000000002
552,SO - 0001201,2017-03-17,2017-03-26,Burt's Corp,Wholesale,AXW291,Saint Kilda,Product 11,6,Dunedin,313.158,125.2632,1127.3688000000002
553,SO - 0001272,2017-03-17,2017-03-26,U.S. Ltd,Distributor,AXW291,Nightcaps,Product 13,6,Southland,261.3,180.297,486.0180000000001
554,SO - 0002607,2017-03-17,2017-04-03,Procter Corp,Wholesale,AXW291,Tokoroa,Product 4,12,South Waikato,1106.304,851.8540800000001,3053.3990400000002
555,SO - 0002716,2017-03-17,2017-03-24,Procter Corp,Distributor,AXW291,Palmerston North,Product 1,5,Palmerston North,635.1600000000001,476.37,793.9500000000004
556,SO - 0002793,2017-03-17,2017-04-04,Pure Group,Wholesale,AXW291,Freemans Bay,Product 2,7,Auckland,631.14,504.91200000000003,883.5959999999997
557,SO - 0005434,2017-03-17,2017-04-02,Bare ,Wholesale,AXW291,Caversham,Product 12,9,Dunedin,3806.94,2474.511,11991.861
558,SO - 0005654,2017-03-17,2017-03-29,21st Ltd,Distributor,AXW291,Opaheke,Product 13,9,Papakura,788.3220000000001,670.0737,1064.2347000000009
559,SO - 0006282,2017-03-17,2017-03-23,S.S.S. Group,Wholesale,AXW291,Riverside,Product 1,9,Whangarei,4870.4310000000005,2873.55429,17971.890390000004
560,SO - 0007055,2017-03-17,2017-03-31,OUR Ltd,Wholesale,AXW291,Otamatea,Product 11,6,Wanganui,2362.688,1393.98592,5812.21248
561,SO - 0007887,2017-03-17,2017-03-20,Burt's Corp,Wholesale,AXW291,Ngapuna,Product 5,5,Rotorua,4204.384,2186.2796800000006,10090.521599999996
562,SO - 0001306,2017-03-18,2017-04-03,Ei ,Distributor,AXW291,Parklands,Product 9,9,Christchurch,2381.649,1714.78728,6001.755479999999
563,SO - 0001389,2017-03-18,2017-04-01,Ole Group,Distributor,AXW291,Hamilton East,Product 7,10,Hamilton,6505.7,4944.332,15613.679999999995
564,SO - 0002364,2017-03-18,2017-04-05,New Ltd,Export,AXW291,Cambridge,Product 9,7,Waipa,2274.516,1751.37732,3661.97076
565,SO - 0005279,2017-03-18,2017-03-30,Ei ,Wholesale,AXW291,Dinsdale,Product 7,11,Hamilton,1172.5,750.4,4643.1
566,SO - 0006813,2017-03-18,2017-03-31,WakeFern ,Wholesale,AXW291,Okitu,Product 11,8,Gisborne,5326.5,2929.5750000000003,19175.399999999998
567,SO - 0002681,2017-03-19,2017-04-05,Trigen ,Distributor,AXW291,Otaki Beach,Product 11,10,Kapiti Coast,3852.5,3197.575,6549.250000000002
568,SO - 0003270,2017-03-19,2017-03-28,Uriel Group,Wholesale,AXW291,Opawa,Product 2,10,Christchurch,171.52,102.91199999999999,686.0800000000002
569,SO - 0003444,2017-03-19,2017-04-06,OHTA'S Corp,Wholesale,AXW291,Tapanui,Product 2,7,Clutha,5369.112,4134.21624,8644.270320000003
570,SO - 0005092,2017-03-19,2017-04-05,Pacific Ltd,Wholesale,AXW291,Titirangi,Product 7,11,Waitakere,562.8,410.844,1671.5159999999996
571,SO - 0006521,2017-03-19,2017-04-05,Nipro ,Wholesale,AXW291,Opaheke,Product 7,11,Papakura,643.1999999999999,321.59999999999997,3537.5999999999995
572,SO - 0006650,2017-03-19,2017-04-03,Ohio ,Distributor,AXW291,Port Taranaki,Product 2,9,New Plymouth,5624.784000000001,3318.6225600000007,20755.45296
573,SO - 0007098,2017-03-19,2017-03-29,Ohio ,Wholesale,AXW291,Chartwell,Product 5,6,Hamilton,683.4,519.384,984.0959999999998
574,SO - 0007243,2017-03-19,2017-04-03,"Exact-Rx, Corp",Distributor,AXW291,Cashmere,Product 11,12,Christchurch,1629.44,1059.136,6843.648000000001
575,SO - 0007440,2017-03-19,2017-04-04,"Fenwal, Corp",Wholesale,AXW291,Otamatea,Product 9,5,Wanganui,136.68,94.30919999999999,211.8540000000001
576,SO - 000606,2017-03-20,2017-04-01,Bare ,Wholesale,AXW291,Saint Kilda,Product 6,9,Dunedin,958.1,756.899,1810.8090000000002
577,SO - 000750,2017-03-20,2017-03-24,Nipro ,Distributor,AXW291,Ngapuna,Product 1,11,Rotorua,3790.86,1554.2525999999998,24602.681400000005
578,SO - 0001887,2017-03-20,2017-03-30,Qualitest ,Distributor,AXW291,Okitu,Product 9,9,Gisborne,1065.3,809.628,2301.0479999999993
579,SO - 0004919,2017-03-20,2017-03-30,E. Ltd,Wholesale,AXW291,Aramoho,Product 2,5,Wanganui,1177.8600000000001,624.2658000000001,2767.971
580,SO - 0007207,2017-03-20,2017-04-02,Dharma Ltd,Export,AXW291,Pukekohe,Product 1,9,Franklin,2371.7999999999997,1778.85,5336.549999999998
581,SO - 000221,2017-03-21,2017-03-25,S.S.S. Group,Wholesale,AXW291,Titirangi,Product 5,11,Waitakere,3237.44,2298.5824,10327.433600000004
582,SO - 000659,2017-03-21,2017-03-24,"Apotheca, Ltd",Wholesale,AXW291,Opawa,Product 7,9,Christchurch,3256.2,2246.778,9084.798
583,SO - 000672,2017-03-21,2017-03-24,Prasco Group,Distributor,AXW291,Onekawa Industrial,Product 1,8,Napier,2340.444,1193.62644,9174.54048
584,SO - 0001477,2017-03-21,2017-04-02,Uriel Group,Export,AXW291,Manurewa East,Product 11,11,Manukau,1125.6000000000001,787.9200000000001,3714.4800000000005
585,SO - 0001650,2017-03-21,2017-03-28,WakeFern ,Export,AXW291,Te Kuiti,Product 13,12,Waitomo,1102.016,903.6531200000001,2380.35456
586,SO - 0002404,2017-03-21,2017-04-01,Winthrop ,Wholesale,AXW291,Dannemora,Product 2,9,Manukau,3694.38,2881.6164000000003,7314.872399999998
587,SO - 0002780,2017-03-21,2017-04-05,S.S.S. Group,Distributor,AXW291,Caversham,Product 7,7,Dunedin,1145.7,504.10799999999995,4491.144
588,SO - 0004511,2017-03-21,2017-04-05,Amylin Group,Distributor,AXW291,Putaruru,Product 2,10,South Waikato,743.6999999999999,565.212,1784.8799999999994
589,SO - 0006126,2017-03-21,2017-03-26,ETUDE Ltd,Distributor,AXW291,Stewart Island,Product 2,9,Southland,1092.1000000000001,709.8650000000001,3440.1150000000002
590,SO - 0006444,2017-03-21,2017-04-01,Wuxi Group,Wholesale,AXW291,Thames,Product 7,12,Thames-Coromandel,241.20000000000002,149.544,1099.872
591,SO - 0007200,2017-03-21,2017-04-01,OHTA'S Corp,Distributor,AXW291,Parahaki,Product 2,5,Whangarei,152.76,105.40439999999998,236.77800000000005
592,SO - 000478,2017-03-22,2017-03-27,AuroMedics Corp,Wholesale,AXW291,Bay View,Product 1,9,Napier,4140.466,1904.61436,20122.664760000003
593,SO - 0002940,2017-03-22,2017-03-31,Sundial ,Distributor,AXW291,Kawakawa,Product 11,7,Far North,2465.6,1405.3919999999998,7421.456
594,SO - 0004922,2017-03-22,2017-03-26,Uriel Group,Distributor,AXW291,Kawakawa,Product 11,11,Far North,5540.900000000001,4488.129000000001,11580.480999999996
595,SO - 0006437,2017-03-22,2017-04-02,New Ltd,Wholesale,AXW291,Chartwell,Product 7,6,Hamilton,1951.04,1560.832,2341.247999999999
596,SO - 0006505,2017-03-22,2017-04-05,"Apotheca, Ltd",Wholesale,AXW291,Tokoroa,Product 1,12,South Waikato,3859.2000000000003,3241.728,7409.6640000000025
597,SO - 0007281,2017-03-22,2017-03-31,Uriel Group,Export,AXW291,Manurewa East,Product 5,5,Manukau,4218.588000000001,3332.6845200000007,4429.5174
598,SO - 0001249,2017-03-23,2017-04-04,Pure Group,Export,AXW291,Dannemora,Product 2,10,Manukau,3276.2999999999997,2096.832,11794.679999999998
599,SO - 0002892,2017-03-23,2017-04-07,"Exact-Rx, Corp",Export,AXW291,Te Atatu Peninsula,Product 2,7,Waitakere,1318.56,843.8784,3322.771199999999
600,SO - 0004491,2017-03-23,2017-03-29,"Elorac, Corp",Distributor,AXW291,Henderson,Product 11,9,Waitakere,1065.3,458.07899999999995,5464.989
601,SO - 0004591,2017-03-23,2017-04-09,Trigen ,Distributor,AXW291,Chartwell,Product 5,7,Hamilton,6030.0,2894.4,21949.2
602,SO - 0005155,2017-03-23,2017-04-02,Pacific Ltd,Distributor,AXW291,Ranfurly,Product 4,7,Central Otago,557.44,412.50559999999996,1014.5408000000007
603,SO - 0006326,2017-03-23,2017-04-03,Llorens Ltd,Wholesale,AXW291,Redwood,Product 7,10,Christchurch,1680.36,789.7692,8905.908
604,SO - 0002053,2017-03-24,2017-04-11,OHTA'S Corp,Wholesale,AXW291,Milson,Product 13,10,Palmerston North,2362.688,1653.8816000000002,7088.063999999999
605,SO - 0002857,2017-03-24,2017-04-05,Weimei Corp,Wholesale,AXW291,Barrington,Product 7,5,Christchurch,3477.5679999999998,2051.76512,7129.014399999998
606,SO - 0003749,2017-03-24,2017-03-28,Eminence Corp,Distributor,AXW291,Milson,Product 7,10,Palmerston North,1049.22,807.8994,2413.206
607,SO - 0003881,2017-03-24,2017-04-04,Select ,Wholesale,AXW291,Brightwater,Product 7,10,Tasman,514.56,391.0656,1234.9439999999993
608,SO - 0005269,2017-03-24,2017-04-09,Medsep Group,Export,AXW291,Chartwell,Product 1,8,Hamilton,594.96,327.22800000000007,2141.8559999999998
609,SO - 0007718,2017-03-24,2017-03-27,"Fenwal, Corp",Distributor,AXW291,Birkdale,Product 1,11,North Shore,2371.7999999999997,1589.106,8609.633999999996
610,SO - 000375,2017-03-25,2017-04-11,Trigen ,Wholesale,AXW291,Pleasant Point,Product 2,11,Timaru,683.4,444.21,2631.09
611,SO - 000459,2017-03-25,2017-04-06,Mylan Corp,Wholesale,AXW291,Te Kuiti,Product 9,5,Waitomo,5875.900000000001,4289.407,7932.465000000002
612,SO - 0001560,2017-03-25,2017-04-11,Amylin Group,Wholesale,AXW291,New Lynn,Product 2,6,Waitakere,1809.0,1266.3,3256.2000000000003
613,SO - 0002632,2017-03-25,2017-04-07,U.S. Ltd,Wholesale,AXW291,Dannemora,Product 7,7,Manukau,2257.9,1896.636,2528.848000000001
614,SO - 0002837,2017-03-25,2017-04-02,Trigen ,Wholesale,AXW291,Waimate,Product 7,5,Waimate,1038.5,747.72,1453.8999999999999
615,SO - 0003079,2017-03-25,2017-03-31,Nipro ,Distributor,AXW291,Sandringham,Product 5,8,Auckland,1080.576,529.48224,4408.75008
616,SO - 0005948,2017-03-25,2017-04-02,OUR Ltd,Export,AXW291,Thames,Product 5,6,Thames-Coromandel,5835.7,2917.85,17507.1
617,SO - 0006426,2017-03-25,2017-03-30,Victory Ltd,Wholesale,AXW291,Favona,Product 4,11,Manukau,1011.7,819.4770000000001,2114.4529999999995
618,SO - 0006522,2017-03-25,2017-04-05,"Exact-Rx, Corp",Wholesale,AXW291,Ngatea,Product 5,11,Hauraki,2335.62,1121.0976,13359.746399999998
619,SO - 0007361,2017-03-25,2017-03-29,Ole Group,Wholesale,AXW291,Cashmere,Product 12,11,Christchurch,120.6,69.948,557.172
620,SO - 000488,2017-03-26,2017-04-02,Weimei Corp,Wholesale,AXW291,Rototuna,Product 6,7,Hamilton,1093.44,481.11359999999996,4286.284800000001
621,SO - 000837,2017-03-26,2017-04-03,Mylan Corp,Export,AXW291,Cannons Creek,Product 1,9,Porirua,111.48800000000001,47.939840000000004,571.9334400000001
622,SO - 0001110,2017-03-26,2017-04-03,"Elorac, Corp",Wholesale,AXW291,Taupo,Product 11,11,Taupo,917.9,559.919,3937.791
623,SO - 0002266,2017-03-26,2017-04-13,"3LAB, Ltd",Wholesale,AXW291,Queenwood,Product 7,6,Hamilton,1097.46,482.8824,3687.4656000000004
624,SO - 0002759,2017-03-26,2017-03-29,"Elorac, Corp",Export,AXW291,Bay View,Product 7,12,Napier,2363.7599999999998,1843.7327999999998,6240.3264
625,SO - 0003789,2017-03-26,2017-03-29,Qualitest ,Wholesale,AXW291,Waimate,Product 5,8,Waimate,171.52,106.3424,521.4208000000001
626,SO - 0005194,2017-03-26,2017-04-04,"Elorac, Corp",Export,AXW291,Ranfurly,Product 9,12,Central Otago,2457.2920000000004,1990.4065200000005,5602.625759999999
627,SO - 0005618,2017-03-26,2017-03-29,Sundial ,Wholesale,AXW291,Takaro,Product 9,7,Palmerston North,2345.0,1360.1,6894.300000000001
628,SO - 0006296,2017-03-26,2017-04-05,Rochester Ltd,Wholesale,AXW291,Henderson,Product 2,12,Waitakere,3912.8,1643.376,27233.088
629,SO - 0006886,2017-03-26,2017-04-12,Sundial ,Distributor,AXW291,Sandringham,Product 8,8,Auckland,1193.1360000000002,620.4307200000002,4581.64224
630,SO - 0007134,2017-03-26,2017-04-03,Medline ,Wholesale,AXW291,Manurewa East,Product 5,9,Manukau,675.36,310.66560000000004,3282.2495999999996
631,SO - 0001936,2017-03-27,2017-04-10,Uriel Group,Wholesale,AXW291,Milson,Product 1,8,Palmerston North,694.6560000000001,548.7782400000001,1167.0220799999997
632,SO - 0002282,2017-03-27,2017-03-31,Victory Ltd,Wholesale,AXW291,Okitu,Product 2,9,Gisborne,1451.22,957.8052000000001,4440.733199999999
633,SO - 0002287,2017-03-27,2017-03-31,Burt's Corp,Distributor,AXW291,Ebdentown,Product 11,10,Upper Hutt,187.6,93.8,938.0
634,SO - 0002435,2017-03-27,2017-04-07,"Apotheca, Ltd",Wholesale,AXW291,Dannevirke,Product 7,8,Tararua,1031.8,443.674,4705.008
635,SO - 0003660,2017-03-27,2017-04-14,Ohio ,Distributor,AXW291,Chartwell,Product 11,9,Hamilton,5226.0,3814.98,12699.18
636,SO - 0003774,2017-03-27,2017-04-03,21st Ltd,Export,AXW291,Farm Cove,Product 13,5,Manukau,1211.427,678.3991200000002,2665.1393999999987
637,SO - 0005404,2017-03-27,2017-04-03,Apollo Ltd,Wholesale,AXW291,Tokoroa,Product 5,12,South Waikato,4006.6,1682.772,27885.936
638,SO - 0006106,2017-03-27,2017-03-30,Burt's Corp,Wholesale,AXW291,Napier South,Product 10,9,Napier,2331.6,1235.7479999999998,9862.668000000001
639,SO - 0007329,2017-03-27,2017-04-07,Linde ,Wholesale,AXW291,North East Valley,Product 9,11,Dunedin,2002.496,1682.09664,3524.392960000001
640,SO - 000169,2017-03-28,2017-04-04,Avon Corp,Distributor,AXW291,Ngatea,Product 13,5,Hauraki,1115.0140000000001,524.05658,2954.7871000000005
641,SO - 000276,2017-03-28,2017-04-01,21st Ltd,Export,AXW291,Timaru Central,Product 13,7,Timaru,2505.8,1804.1760000000002,4911.368
642,SO - 0001378,2017-03-28,2017-04-09,Qualitest ,Wholesale,AXW291,Hunterville,Product 13,11,Rangitikei,1106.304,818.6649600000001,3164.0294400000002
643,SO - 0001571,2017-03-28,2017-04-11,Procter Corp,Wholesale,AXW291,Te Atatu Peninsula,Product 4,6,Waitakere,2332.203,1096.13541,7416.40554
644,SO - 0001909,2017-03-28,2017-04-06,Llorens Ltd,Wholesale,AXW291,Timberlea,Product 5,12,Upper Hutt,8043.215999999999,5791.115519999999,27025.20576
645,SO - 0003608,2017-03-28,2017-04-01,Nipro ,Distributor,AXW291,Dinsdale,Product 7,9,Hamilton,7870.155,6296.124,14166.278999999999
646,SO - 0004585,2017-03-28,2017-04-08,Medsep Group,Wholesale,AXW291,Aramoho,Product 7,6,Wanganui,2379.84,1285.1136000000001,6568.3584
647,SO - 0004892,2017-03-28,2017-04-05,Pure Group,Export,AXW291,Tokoroa,Product 2,12,South Waikato,4168.874000000001,1792.61582,28515.09816000001
648,SO - 0007088,2017-03-28,2017-04-14,Weimei Corp,Distributor,AXW291,Te Atatu Peninsula,Product 2,9,Waitakere,2391.9,1578.654,7319.214000000001
649,SO - 0001835,2017-03-29,2017-04-11,Ole Group,Wholesale,AXW291,Opaheke,Product 1,10,Papakura,2299.44,1310.6807999999999,9887.592000000002
650,SO - 0002257,2017-03-29,2017-04-11,WakeFern ,Wholesale,AXW291,Favona,Product 11,12,Manukau,2347.68,1995.528,4225.823999999998
